M_6_2.4.Dihydroxybutanoic.acid.,M_27_2.Hydroxybutyric.acid,M_22_3.4.Dihydroxybutanoic.acid,M_25_3.Hydroxybutyric.acid,M_28_Alanine,M_30_Arachidonic.acid,M_8_Aspartic.acid,M_19_Cholesterol,M_9_Citric.acid,M_2_Glutamic.acid..3TMS,M_21_Glyceric.acid,M_10_Glycine,M_26_Isoleucine,M_23_Leucine,M_14_Linoleic.acid,M_4_Methionine,M_13_Oleic.acid,M_1_Ornithine,M_11_Palmitic.acid,M_3_Phenylalanine,M_12_Proline,M_24_Serine,M_17_Stearic.acid,M_5_Threonine,M_16_Tyrosine,M_20_Valine,M_212_11.Eicosenoic.acid,M_162_1H.Indole.3.acetic.acid,M_313_1.Monooleoylglycerol,M_54_1.Octadecanol,M_1030_2.3.Dihydroxybutanoic.acid,M_165_2.aminobutyric.acid,M_5856_2.Butenedioic.acid,M_127_2.Ethyl.3.hydroxypropionic.acid,M_210_2.Oxoisovaleric.acid,M_220_3.4.5.Trihydroxypentanoic.acid,M_63_4..1.1.3.3..tetramethylbutyl.phenol,M_96_4.Methyl.2.oxovaleric.acid,M_183_Acetic.acid,M_119_Alpha.ketoglutaric.acid,M_44_Aminomalonic.acid,M_99_Arabinitol,M_86_Arabinofuranose,M_946_Butane..1.2.3.trishydroxy,M_47_Creatinine,M_304_Decanoic.acid,M_51_D.Fructose,M_120_d.Galactose,M_1032_d.Galactose,M_177_d.Glucose,M_242_D.Xylopyranose,M_937_Erythritol,M_39_Erythronic.acid,M_81_Ethanolamine,M_88_Galactonic.acid,M_108_Glucopyranose,M_233_Glucopyranose,M_362_Glucopyranose,M_62_Glycerol,M_50_Glycerol.2.phosphate,M_958_Glycoside..?.methyl,M_46_Hexadecanoic.acid..2.3.dihydroxy,M_75_Hydrocinnamic.acid,M_31_Lactic.acid,M_76_Lauric.acid,M_230_L.Cysteine,M_159_Levoglucosan,M_211_Linolenic.acid,M_64_L.Proline..5.oxo,M_303_L.Proline..5.oxo,M_140_l.Threonine,M_208_L.Tryptophan,M_318_Malic.acid,M_274_monostearin,M_98_Myo.Inositol,M_116_Myristic.acid,M_83_Nonanoic.acid,M_265_Octanoic.acid,M_181_Palmitelaidic.acid,M_279_Pentitol..3.desoxy,M_234_Phenylalanine..dl,M_132_Phosphoric.acid.monomethyl.ester,M_103_Proline..4.hydroxy,M_200_Proline..4.hydroxy...trans.,M_191_Pyruvic.acid,M_65_Ribonic.acid,M_932_Ribonic.acid,M_123_Tryptophan,M_71_Tyrosine,M_1035_Urea,M_938_Xylitol,M_250_alpha.Hydroxyvaleric.acid,M_43_beta.D.Galactofuranose,M_298_beta.Hydroxyisovaleric.acid
3.224985478,69.43023596,1.681877108,73.97694944,512.6127137,19.66059365,9.261207112,770.0762964,40.62664553,99.76278454,13.1853532,142.2139337,95.39274733,240.4004981,148.5564932,75.60261823,234.2125331,241.4277535,274.0070064,113.0132978,390.474536,465.7658515,121.8703409,247.0449966,708.6447008,248.6100441,13.04,25.63,11.5,9.63,17.49,126.68,11.84,20.8,131.69,44.0,73.79,307.7,14.19316448,49.32,580.3,184.88,30.65,8.77,414.0,3.544587907,1185.11,6.97,37.93,117067.52,43.9,21.36,86.21,76.12,59.66,11630.15,9285.58,351.45,2905.12,26.55,2.014637984,43.94,18.76,664.7267036,47.6,13.47,19.21,150.24,2181.3,27.99,460.58,24.56,1.356520843,14.25,1282.74,308.4,49.78,3.205050928,68.91057795,0.421867816,10.0,234.6,35.53,23.38,771.21,19.4,13.31,92.95,395.81,24512.82,1.888364278,123.95,285.88,11.01
4.62377436,63.92294922,3.696799188,97.29326462,444.4494332,19.33434034,22.35912847,4712.260011,90.65349458,64.99703481,12.21122081,227.6897118,107.992173,258.5957155,153.8647141,97.65207873,277.1942172,484.600853,277.9743922,145.6706419,591.0304294,859.2254258,111.8004067,382.2196105,848.9504572,246.2483995,22.5,40.1,120.14,9.62,4.984122612,175.6,12.67,26.25,128.84,63.24,88.82,504.65,822.58,48.47,760.12,123.79,2.64,16.09,361.04,45.75,4108.28,29.15,59.89,88117.84,11.65,31.89,99.36,127.6,135.77,8002.12,9217.95,76.75,3710.84,75.31,0.680671366,78.05,31.76,754.4701039,114.29,25.48,48.76,171.91,3224.44,33.27,1199.58,41.98,79.85,42.44,1339.57,380.94,127.05,109.47,697.74,0.588799264,3.007447839,245.56,125.04,70.67,388.31,26.3,15.7,98.92,488.73,56055.73,15.47,190.8,202.65,3.152258087
3.918829169,149.3755473,3.952133666,142.0495752,322.7896883,32.86180972,31.86075632,1109.916807,33.6484952,386.9713973,14.51771491,137.1697527,103.7533989,270.9816777,,68.52534459,451.7738235,420.8553708,413.3646824,211.0297233,306.1119314,423.6241951,164.9505362,211.506604,1156.204353,286.8174705,68.45,33.56,31.73,14.75,81.14,46.36,18.23,30.45,128.4,40.06,47.17,416.79,392.68,61.65,394.77,163.8,22.96,12.62,550.57,12.18,3148.73,26.43,47.36,99222.52,54.66,30.63,110.08,64.86,212.72,13224.28,9768.66,0.638805652,3608.17,43.87,1.787844295,75.81,25.83,682.1480469,48.55,2.57,26.33,243.33,2418.25,8.94,821.5,22.4,1.572312281,27.77,1544.96,458.07,190.03,168.13,1170.52,4.25,21.09,419.66,25.83,24.1,571.37,28.76,15.65,154.08,429.89,64386.06,19.67,338.29,340.86,79.62
7.399149126,91.34411417,4.823601343,154.6843156,230.6356868,18.84167595,13.97946406,497.5093754,56.72046019,64.35837781,14.81309699,106.1320545,77.62445681,169.9321491,165.4248924,89.18973259,327.6129057,212.7152993,302.4884686,118.4494622,225.6289991,332.2929552,121.1063663,219.9910454,542.0571408,169.4522692,20.11,19.55,7.22,15.19,62.67,105.32,15.64,37.53,134.07,93.73,92.9,334.85,268.55,55.23,478.53,150.72,29.83,17.13,757.29,8.82,1373.28,27.92,44.51,84121.57,33.67,41.52,103.69,76.76,88.78,7333.14,7850.42,193.43,3156.84,32.02,24.72,46.98,14.13,405.4380102,30.04,6.35,13.11,122.68,2555.82,17.84,631.69,21.88,2.01515649,12.6,1640.6,298.5,95.59,71.87,781.12,3.22,13.46,333.61,42.24,26.68,498.12,22.0,19.38,88.5,280.33,47608.37,23.97,131.5,200.8,74.11
4.37954138,82.21226428,3.019607745,100.7513284,310.6446664,12.43047,7.863761583,609.1883271,43.36793781,146.3664979,8.402677419,106.7092935,98.88948184,212.0505197,151.8132162,67.24750352,225.6851143,213.8603673,257.2067134,122.6910426,280.9635485,357.655343,98.33008293,165.8887396,697.1098479,196.7107697,27.04,24.33,38.36,8.42,59.53,136.64,35.61,22.6,103.51,20.36,59.71,345.26,725.02,87.12,241.56,100.84,26.54,27.18,383.83,3.321427525,739.68,22.9,33.13,2822398.69,41.71,7.112379958,75.74,83.58,82.69,1822.74,2925.43,23.96,2212.21,19.79,37.93,30.73,20.87,450.9234364,47.25,22.85,7.75,37.05,2269.36,15.81,493.69,26.43,201.49,2.521528121,1247.52,241.92,96.18,4.400780443,488.1,3.11,10.65,182.7,76.95,43.29,941.63,12.0,13.89,108.75,335.53,38132.71,21.97,197.5,55.53,8.95
5.789431761,106.2970381,3.574682698,137.6501496,296.2996221,25.72146047,15.03130478,448.8848657,62.70272334,76.9627298,13.3361866,130.2784068,66.27023456,175.1111789,247.9340906,60.05853048,523.4319922,354.910551,391.1254831,115.2612144,335.539535,403.6793859,154.1002231,313.6165212,525.6471108,209.7766396,46.55,1.882939274,46.26,8.61,5.253923176,73.69,9.87,21.3,138.78,27.1,42.51,303.66,646.25,64.38,289.21,100.96,39.01,14.15,317.22,19.25,2843.82,22.23,59.37,93490.01,63.91,45.5,84.76,81.03,86.71,2623.64,3890.5,0.875026233,5712.66,30.15,13.02,37.5,18.06,488.1042705,75.04,7.88,22.94,254.36,2574.39,17.28,958.72,6.07,2.670188506,11.15,1446.39,483.5,85.5,56.01,1601.5,2.89,17.4,213.55,48.16,52.2,552.15,16.08,21.02,101.72,261.18,54397.37,23.5,182.06,182.58,21.72
4.629325109,150.464197,4.335135384,134.6659687,396.6550679,19.51826838,25.06887052,916.4929523,69.71904357,134.8296154,14.00865218,280.7157764,65.75182333,184.4629107,199.7060629,49.98771307,436.071383,162.7711655,405.4793082,101.6526424,317.7046238,508.1612586,157.2779822,192.5173495,362.6248689,177.5786029,35.12,21.27,50.39,13.54,5.363023179,184.73,15.27,19.29,187.57,32.11,56.34,456.62,118.8,73.7,1197.99,146.44,26.82,10.77,568.18,12.91,1492.63,28.21,58.69,90565.22,49.05,59.67,110.43,69.17,88.49,10649.33,13395.72,362.03,4598.67,35.13,1.989963687,47.58,14.53,1001.738503,78.55,13.45,9.29,188.37,2330.09,1.237739978,600.64,22.85,2.550449227,16.13,1654.05,514.04,97.76,67.37,1208.82,3.86,13.24,162.86,25.94,16.8,1203.07,15.99,6.8,91.93,267.15,33539.25,13.94,113.5,311.63,4.132338963
7.321438632,106.5339795,3.624639444,73.36218255,423.5866352,22.78955994,16.9646882,798.9551274,71.85308755,100.2144063,12.78313079,364.5308823,61.11153465,165.0580671,163.2426502,106.5076067,339.4752935,671.4840233,313.7354614,191.6580907,216.0745824,501.5383639,156.9967646,228.0613387,1141.733355,163.511168,47.29,20.22,2.339283293,17.02,5.489738635,63.15,9.02,33.67,90.72,86.6,31.81,297.02,241.08,40.22,987.13,216.38,17.32,21.29,496.36,23.89,3190.69,81.71,20.45,102896.83,1.011930112,7.744560096,144.75,64.14,207.13,6294.23,8117.58,0.475468795,3586.73,25.2,15.92,69.16,27.59,700.0134517,61.6,4.62,47.67,159.56,3522.92,17.28,1025.51,13.57,2.270478313,25.32,1962.15,335.33,88.18,78.65,529.97,3.89,15.84,276.23,63.32,78.29,649.89,24.71,21.2,112.79,440.87,55795.63,22.0,74.13,222.44,21.33
4.50720862,161.1457718,4.074250156,230.422316,310.1358177,17.40966478,25.23916854,400.0827622,47.58397593,207.7049405,18.62792511,140.650948,82.05636451,218.8203603,193.1569592,60.885106,355.5836892,523.1548389,378.9659396,159.8482555,257.2048988,391.8672884,164.4607488,228.654578,652.1846312,212.7699531,26.02,68.86,3.822395168,10.19,5.059413073,161.51,29.39,29.56,100.55,44.56,80.43,344.09,227.1,31.59,351.0,135.6,27.52,9.08,502.97,51.51,1571.22,23.61,8.110738336,82124.12,50.33,39.72,84.63,94.06,248.42,12102.81,9907.39,227.42,1924.67,27.07,24.23,36.2,17.5,1098.93272,67.86,5.81,27.41,193.19,2641.17,10.27,885.1,18.68,2.210942925,35.48,2220.09,372.55,153.33,119.03,637.13,2.55,11.43,256.97,106.58,103.72,464.16,17.55,9.72,79.99,241.55,54602.65,13.41,166.17,389.19,17.98
4.901311836,61.22694024,3.990988913,77.58230112,323.6652075,17.98772434,9.722013524,562.1638864,41.03263439,96.113316,13.02823507,142.9332623,111.0416508,239.6991182,170.2267761,83.01499006,238.4066165,398.9729698,283.1585123,166.2045725,334.2250789,555.5682431,124.9637346,321.8379225,757.0506099,218.2614881,13.43,15.69,44.19,10.49,50.01,136.81,20.38,26.88,85.19,36.66,69.73,307.51,145.05,32.55,642.15,149.43,27.35,9.98,657.62,2.876891372,1457.19,42.45,70.15,128799.53,38.96,7.436657102,104.53,84.82,88.4,10864.3,11242.74,336.2,1808.85,35.21,35.13,43.18,18.75,622.3264196,16.12,15.29,19.09,12.24642199,2914.74,34.52,1052.34,25.24,2.095097683,13.48,1296.54,197.74,24.91,35.87,471.97,4.12,12.68,271.65,231.34,138.9,425.08,25.44,19.17,94.37,288.76,40709.38,16.15,249.29,258.0,6.71
3.946582917,50.83994128,2.281358057,47.13212845,256.055674,18.22858248,4.883546206,623.3406612,41.49761308,25.71962958,11.85299148,143.5637849,71.67797515,183.939417,138.2609693,52.49424748,226.3884552,112.4285278,269.4910502,71.77189903,213.2372101,213.0681638,124.7434475,175.5148869,293.139798,181.9661403,13.23,13.9,8.69,13.33,5.074546438,94.12,10.9,13.86,102.75,57.66,51.51,428.28,559.43,45.75,355.41,132.07,25.35,7.49,455.84,8.14,2910.63,8.46,8.852944206,67898.28,0.920442198,19.69,83.55,89.33,275.14,1497.56,1767.52,4.15,2340.14,25.37,2.030988582,42.59,18.97,521.3773941,101.94,8.61,5.17,49.17,2389.2,0.684139653,534.29,10.26,2.275434098,11.53,1115.78,281.99,65.3,20.02,492.61,2.13,16.61,210.08,50.57,38.92,307.76,22.66,12.27,133.15,336.33,27316.33,11.76,312.27,200.69,73.0
7.93757183,118.8933556,5.251009057,103.1847807,510.3154114,11.69256822,9.606811921,998.9878874,67.87994875,78.1898636,13.1602143,140.8107988,85.02452288,236.5073315,149.2648899,70.77273641,300.7183754,243.5413372,348.1550031,153.3870089,355.893338,166.9489644,156.5374425,131.5144392,792.494067,197.2969128,25.54,38.63,42.69,8.52,51.95,112.63,52.21,22.02,143.38,75.75,82.92,445.05,188.68,60.52,533.89,228.25,26.98,17.8,402.46,21.82,1222.55,15.87,99.8,95358.13,60.04,92.99,163.87,111.68,114.0,9703.34,15090.22,268.78,2632.27,23.31,46.07,50.07,47.03,820.4323506,46.23,10.05,18.07,122.95,2478.42,18.37,409.28,62.27,76.99,13.99,2178.14,353.03,152.08,93.73,442.65,4.47,23.9,202.32,55.57,40.11,756.1,43.18,24.79,131.19,306.86,51808.15,17.37,169.82,297.43,64.34
4.579368364,170.373679,4.090902405,147.518439,491.5628391,40.87581715,47.71349862,1787.513255,72.95307445,205.6110579,18.05601513,169.9569291,140.9316155,388.7118498,248.6282243,83.27413265,487.6796145,171.8308225,428.1240856,149.1131424,742.5866412,489.4978907,181.7134496,312.4132527,344.2426918,302.461232,82.28,27.07,39.65,15.24,65.8,236.22,18.47,42.11,193.34,33.48,59.01,877.86,206.49,112.63,451.4,193.42,27.86,14.44,629.73,3.000507149,3449.76,34.36,76.8,107586.19,1.756267035,43.08,142.08,138.5,102.15,9315.05,10671.02,0.758651162,3632.17,66.13,64.87,109.83,31.33,1359.221205,42.97,7.17,22.93,166.92,3328.33,1.453325012,863.18,28.63,403.28,38.08,2686.46,405.02,83.88,64.86,916.24,4.35,38.47,399.99,133.93,62.7,952.52,31.76,25.22,208.81,703.49,48476.61,30.28,274.94,448.46,99.23
4.218569644,74.30994818,2.941897252,61.36782432,321.3005575,6.450619098,8.950663661,742.9561619,58.54220506,25.7606861,14.60570106,196.2346255,58.30601509,141.882036,110.8545748,49.18347743,224.6277426,266.3619878,222.337396,81.28821357,297.6982541,581.7870397,85.03552013,285.6503246,473.7237154,160.3869683,15.88,3.28,9.11,8.71,35.41,118.43,17.51,13.04,58.3,114.97,57.39,203.09,146.56,32.42,741.98,125.27,25.49,25.21,373.96,2.362115146,1338.83,37.76,59.88,83887.88,57.63,38.29,86.12,66.1,93.42,9369.83,10059.1,308.46,2335.79,14.44,16.3,28.78,12.09,439.9640809,43.05,7.02,19.13,11.4402936,1840.04,15.12,535.9,18.37,1.603168984,2.479369478,1420.89,282.17,71.64,64.18,596.7,2.75,12.78,87.0,54.85,31.48,489.76,13.01,12.27,82.66,226.07,28980.47,12.78,174.28,216.02,9.31
4.38509213,100.9242316,2.575547783,142.2480937,238.7398511,11.56557029,8.524918608,479.1396181,54.68704592,34.89348114,15.9192086,160.5967763,77.69561129,211.9946126,144.1040535,70.71018475,324.2165714,312.1949743,327.8656985,132.8651855,236.9553259,641.0314968,121.3618057,249.7593463,843.2437405,203.5566937,15.34,91.55,7.47,9.38,32.95,207.79,23.2,30.62,126.29,52.22,66.57,344.54,170.72,40.59,563.21,146.95,37.04,10.86,639.89,13.57,1607.06,31.19,92.54,79538.83,62.8,38.49,76.48,64.47,121.69,11968.08,10728.95,145.39,5217.35,24.89,62.97,35.06,16.09,417.9151408,87.0,14.27,12.06,132.62,2468.38,25.4,764.32,25.21,1.799269381,9.98,1437.03,456.14,79.88,76.88,69.37577289,2.53,12.34,250.52,109.35,80.93,272.71,26.81,25.01,100.49,289.78,53113.5,21.58,106.5,311.75,15.43
5.672866021,72.83066534,3.685697689,99.29766084,222.6362854,20.43352934,8.18933133,1514.9653,37.53835424,98.36230099,17.33955647,149.0875183,68.90803283,175.1924983,163.6277518,55.67544624,286.4910627,198.1926085,316.7824969,100.4903445,227.9799647,370.5331938,121.3805535,216.8401612,501.907758,180.5889885,32.4,21.26,17.81,7.52,56.28,114.68,2.246145482,11.78,96.84,29.2,64.13,227.61,105.71,26.22,511.39,141.12,26.47,11.42,408.15,3.537243084,2118.51,18.06,56.92,109684.85,57.5,22.0,74.08,57.57,1083.91,9570.78,9619.49,0.614834582,1948.24,20.85,36.8,49.92,16.84,472.6905438,48.42,4.49,8.45,159.54,2596.5,19.55,498.53,25.62,2.531717145,16.09,1450.07,283.08,64.9,20.58,630.4,3.05,17.8,202.51,33.07,20.98,329.48,23.33,18.36,112.3,305.33,43929.47,11.19,182.82,310.3,3.841487136
6.610942692,89.69833196,1.920559338,77.31974442,289.0634938,20.4400982,11.90583521,4312.435881,35.03996127,160.3485242,15.28445137,101.3720528,87.53017712,219.1710503,101.7761621,70.20977146,166.3519334,229.0337795,360.2729489,115.5558246,265.0047772,377.9046532,337.1986695,283.8202373,539.5367662,213.811353,3.959096536,20.17,116.2,10.31,33.43,177.09,12.37,4.199021267,131.46,62.5,60.38,339.87,197.79,34.76,253.04,79.59,0.147029898,3.249131429,267.64,2.172617852,3328.59,22.18,43.1,138966.3,7.18,17.36,71.63,75.61,62.06,6318.66,9432.9,0.181208537,1720.55,67.4,1.451954398,72.02,21.39,667.5057006,54.28,8.28,74.61,44.2,2322.49,14.97,622.76,24.39,1.990554099,39.82,1141.03,446.11,134.21,54.84,243.13,0.628462051,2.889094812,234.64,74.6,33.72,512.96,17.95,9.24,103.22,403.52,51205.12,12.98,131.98,181.0,3.148630085
3.67459619,24.8788477,2.792027014,32.71072176,327.489056,20.20799853,13.11795642,4282.915643,55.64823321,44.9888235,12.74542244,266.8531593,69.77205154,140.1387512,164.4573842,64.39693497,254.8973653,207.6154589,260.0223614,83.7056319,308.0691392,574.2950487,120.2158439,269.4369823,318.5532682,156.9099445,3.676892663,6.9,216.9,10.85,13.26,102.47,12.76,10.61,66.14,42.93,99.44,182.11,252.56,23.73,721.96,105.5,5.48,13.71,323.34,25.53,4980.73,16.08,90.44,148458.11,8.84,44.27,102.65,87.22,126.62,2613.39,3356.47,0.708388484,5077.25,128.35,0.922669716,130.63,12.14,599.7118529,89.24,13.2,22.35,124.88,2525.52,24.83,861.94,22.83,0.96367086,61.36,1181.45,263.9,235.6,4.379733642,538.39,1.464628239,2.52420763,371.04,157.68,73.33,233.39,41.82,16.91,76.33,266.03,32718.96,12.17,92.08,134.22,3.060613519
3.935481418,272.2136571,2.96410025,1238.37106,198.0020204,19.90583103,9.316303531,809.7452476,78.83817787,46.06997856,16.34028518,129.4613916,94.06622449,272.9943331,269.3832967,77.70256685,547.8152649,346.2342648,414.3578288,123.6596243,318.4284432,514.7207156,170.450684,309.8556078,657.5197307,219.8605776,95.94,17.83,3.025164968,10.31,60.22,13.0327247,16.6,50.38,142.98,29.49,71.52,657.07,153.59,66.66,435.39,98.38,24.73,9.31,597.26,25.46,2023.06,29.51,11171.36,117700.16,52.09,44.59,75.8,75.4,37.13,9493.18,8253.72,0.014106193,3674.07,27.86,26.34,34.64,26.9,698.7420671,114.98,18.48,2.338895249,270.31,2768.27,26.1,720.55,32.54,1.845244697,1.987727197,1595.35,475.44,118.94,4.433316095,1165.14,3.39,13.13,241.25,89.89,50.62,402.28,12.62,2.56,89.22,271.99,67595.57,15.87,8.098876982,317.03,78.82
3.263840725,215.7575641,4.285178638,115.0446587,265.9857073,12.07356202,16.26346106,5815.12479,47.38618649,266.0690662,10.71545624,93.11309445,119.925796,343.5541663,79.75643515,53.57102965,206.8058385,232.3025199,280.5742518,112.0043586,620.1685052,297.0406318,93.77904451,172.6438325,542.2374303,261.2149666,35.26,21.94,28.79,7.79,5.203339967,318.52,16.6,12.84,204.74,36.98,119.15,585.21,788.66,93.48,182.31,159.53,7.09,27.18,220.92,23.68,1896.07,20.63,70.36,101676.97,10.85,8.214788824,99.07,72.86,56.5,573.5,533.39,1.607491093,3417.51,21.8,499.57,53.85,23.57,666.4226025,63.15,29.93,18.82,43.84,2654.59,32.97,764.8,27.12,1.455987668,25.59,1351.36,314.21,187.12,4.1407526,579.77,0.502945002,12.08,191.32,29.21,19.76,666.93,23.02,0.906764003,311.91,381.52,70494.88,28.49,464.77,44.61,2.655660093
3.874423173,83.88366177,3.158376483,56.62899618,300.3554458,22.62752809,9.711995993,934.0161214,43.52755736,55.84599243,12.60087377,141.8942321,91.10314859,268.7606414,181.6538329,67.62728146,290.8149574,255.5115856,324.8264626,126.5209758,254.2401343,438.5954896,137.656023,215.6368928,668.4622036,219.8491962,16.37,18.68,9.96,9.66,35.69,119.49,13.74,9.05,109.15,37.06,79.78,427.66,15.32192129,48.24,498.17,156.75,28.35,2.28212635,497.15,7.45,1691.06,21.66,70.89,92725.76,42.37,26.3,88.66,81.48,104.61,11343.33,13933.98,0.788765405,1817.43,32.54,9.09,36.01,25.04,546.7253958,79.21,14.39,6.6,184.6,2348.6,28.53,463.23,40.01,1.312125634,12.55,1328.6,345.76,73.73,3.168117237,716.14,0.648828931,13.75,204.64,67.51,28.27,554.97,15.76,9.77,110.02,295.36,47668.3,15.48,265.94,258.37,27.76
2.930795753,111.9388051,3.241637726,147.7425728,278.8790362,11.21304155,4.482844979,559.415492,65.20458629,24.01806487,12.61344322,154.8776697,61.75700745,160.7735509,139.9606459,73.71713245,270.6635314,298.7416863,280.2856674,106.0193313,162.511943,410.9874076,107.1017291,314.9485113,594.5802748,168.8718168,14.4,17.56,13.77,11.67,28.67,133.54,6.75,29.06,86.48,33.42,27.72,272.81,187.96,49.24,522.69,121.39,32.62,2.647754441,339.3,12.66,1728.09,23.73,23.22,84542.99,44.8,39.27,80.76,21.43,60.43,13634.62,15400.95,346.72,4357.32,25.05,34.12,47.62,19.61,517.2895595,70.69,5.72,9.02,212.76,2346.05,8.41,679.63,7.99,2.105526116,13.76,1199.98,350.95,45.49,87.22,803.65,1.204201572,15.4,133.82,31.38,20.39,626.7,13.28,10.17,126.31,316.83,40985.21,13.96,7.428524971,267.5,9.76
4.423947377,68.52729709,4.435048876,83.08958787,338.7435926,23.99385067,24.31755572,617.757662,56.24507153,77.85228776,15.00163874,165.4189423,101.3697238,205.6669462,171.2751081,53.96867949,252.2610169,205.1487706,301.2795339,130.0805133,360.3694374,652.8753132,118.2449771,288.3758675,203.2562503,198.332622,11.97,14.2,8.65,8.77,37.56,198.51,15.0,29.31,75.61,48.59,89.36,307.39,204.75,25.21,587.53,132.45,35.16,9.42,407.87,10.94,3076.22,31.96,45.95,83515.26,58.69,7.101809735,102.05,55.71,194.09,10709.28,10139.93,0.845932052,3481.41,34.55,1.486402836,38.77,14.23,730.1727966,53.17,10.06,7.44,52.83,2643.16,0.219663733,689.87,10.32,2.311875986,10.67,1452.89,274.13,57.22,65.81,519.77,0.985176264,23.04,231.66,83.17,48.01,334.52,35.89,4.88,123.72,292.28,27314.72,17.4,102.06,404.21,3.732980056
3.502522954,140.4550236,2.170343067,104.1005272,531.9863808,13.0698389,20.74129727,1216.711065,49.82211963,166.2925961,15.3661528,239.5541939,63.94754898,157.4140428,236.4880164,90.75352412,399.7761582,408.9254773,326.1809895,165.7162459,221.500333,605.5254227,126.9697536,333.5851802,954.3352282,176.7989757,28.07,12.05,3.408754884,9.45,5.416691615,80.23,25.41,18.4,124.44,33.98,93.62,325.16,232.9,58.36,820.22,128.91,33.43,11.92,485.72,2.192981613,1380.09,49.64,40.97,72080.27,41.33,7.380809034,90.1,81.21,70.94,11111.35,12367.0,327.61,4921.86,17.48,2.606629516,35.73,40.22,969.3010184,126.0,18.23,17.54,283.39,2635.57,10.6,909.81,13.69,1.83865779,2.327093234,1336.85,381.04,39.24,3.272324051,793.52,0.38658203,18.04,180.29,19.25,24.28,776.35,12.05,7.14,160.54,586.38,18357.66,16.86,199.19,257.44,2.551005025
6.649797939,62.72543454,4.673731106,88.75056634,401.6836906,20.2496013,10.90909091,710.8185698,36.28915776,113.0012317,13.4367422,128.3690777,87.27605398,229.7527382,166.6871698,64.32991533,286.8828567,178.3985694,244.4778006,94.69499768,535.956455,350.8294478,93.74857927,245.3324379,423.4118881,205.1899274,32.42,56.98,2.712130574,5.38,4.312591939,70.16,1.179284211,22.18,154.83,111.04,46.39,352.55,144.37,50.11,397.35,178.19,16.3,11.63,452.81,3.583742519,1450.75,11.27,4510.81,208088.8,26.25,32.81,104.92,103.55,304.96,10179.48,11082.93,352.09,3337.5,16.5,20.63,51.4,21.39,919.9170111,59.89,20.21,27.73,194.18,2743.7,13.3,650.45,16.67,1.097002639,18.73,1662.39,303.94,12.47,34.12,536.35,3.11,15.53,201.89,44.7,25.31,1060.19,20.73,15.33,153.45,534.84,35877.5,16.12,198.61,210.26,3.525819141
4.479454872,122.7100333,4.451701124,223.2820547,306.401766,6.12436579,8.985725019,950.0012932,87.83586252,36.86419415,9.929865611,124.3284046,55.05832126,146.3342736,93.28491038,63.27994102,212.4514476,240.8426086,232.8746271,128.3532094,273.3258056,377.0609319,90.04588065,242.2766958,717.0704785,159.9658557,24.5,15.97,39.6,8.74,56.88,79.67,26.45,20.24,96.23,82.66,95.48,284.84,1482.67,23.88,484.54,157.85,27.49,35.31,619.96,2.96648389,4548.6,27.23,76.89,101516.44,51.45,6.623995887,106.38,86.06,90.25,8039.23,15668.22,3.01,3129.4,19.38,31.2,27.1,33.96,585.9921135,38.23,3.31,7.18,163.86,2154.74,21.59,719.19,7.22,2.340148048,4.88,1426.58,248.68,82.66,29.07,449.35,4.5,23.69,69.9,106.76,74.03,281.47,40.65,15.05,128.21,400.65,42906.22,24.33,210.86,934.98,20.15
4.362889132,261.3463715,3.108419738,117.4460918,137.1571819,23.6938728,88.46481342,731.8608561,39.27681934,653.1773186,8.9745874,37.8135962,104.0380168,240.5733018,110.1556868,407.3408842,337.7901075,582.0426096,264.0313449,508.9694695,112.9274154,190.2813461,98.85502248,455.294381,2378.251191,217.3395931,50.39,25.38,80.11,5.45,31.99,33.54,1.805849171,8.01,85.94,7.654368408,7.15,494.82,14.56982278,38.86,915.34,852.36,30.55,35.5,456.0,26.81,962.0,18.57,8.98395616,51246.63,55.28,46.94,78.58,26.87,152.37,16315.66,10658.97,0.718647248,4650.93,29.15,721.61,87.09,41.39,671.429845,41.98,2.98,10.39,69.28,1202.04,10.34,805.22,174.19,39.41,27.03,847.74,329.29,7.79,30.06,1256.7,6.61,9.81,188.81,47.61,2.375116701,198.01,19.04,22.26,120.76,300.35,24990.16,451.06,1532.61,651.71,38.0
3.585784197,89.32050648,2.642156777,95.68590535,190.4141879,8.686220626,8.645128976,712.4634683,44.07581582,71.24674969,10.53319922,96.80742418,55.40901121,144.1793093,62.57424942,59.23195496,142.1976006,227.2127683,197.8129201,106.6246948,186.5717016,259.3332699,77.28094437,207.9527647,492.5290211,138.6427657,13.88,18.94,23.2,4.69,78.5,52.58,7.24,26.44,82.53,31.47,22.86,325.17,307.88,30.03,222.03,102.37,17.02,7.33,391.67,11.39,1781.01,16.19,8.744910237,114700.09,1.662769876,29.53,83.96,65.09,270.34,6191.24,6611.01,45.69,1941.18,20.92,57.17,26.93,19.93,572.2792274,34.32,0.141104704,11.48,58.26,1892.49,10.21,547.26,8.73,1.959427265,8.85,1474.32,215.06,197.03,80.57,386.84,1.6,14.48,96.14,37.53,33.51,522.08,22.17,11.72,151.3,300.95,48318.32,10.01,216.42,569.34,59.62
